C:\Users\user\Desktop\data\IMG\center_2020_10_17_19_05_35_334.jpg, C:\Users\user\Desktop\data\IMG\left_2020_10_17_19_05_35_334.jpg, C:\Users\user\Desktop\data\IMG\right_2020_10_17_19_05_35_334.jpg, 0, 0, 0, 7.80636E-05
C:\Users\user\Desktop\data\IMG\center_2020_10_17_19_05_35_436.jpg, C:\Users\user\Desktop\data\IMG\left_2020_10_17_19_05_35_436.jpg, C:\Users\user\Desktop\data\IMG\right_2020_10_17_19_05_35_436.jpg, 0, 0, 0, 7.803352E-05
C:\Users\user\Desktop\data\IMG\center_2020_10_17_19_05_35_538.jpg, C:\Users\user\Desktop\data\IMG\left_2020_10_17_19_05_35_538.jpg, C:\Users\user\Desktop\data\IMG\right_2020_10_17_19_05_35_538.jpg, 0, 0, 0, 7.929507E-05
C:\Users\user\Desktop\data\IMG\center_2020_10_17_19_05_35_647.jpg, C:\Users\user\Desktop\data\IMG\left_2020_10_17_19_05_35_647.jpg, C:\Users\user\Desktop\data\IMG\right_2020_10_17_19_05_35_647.jpg, 0, 0, 0, 7.819042E-05
C:\Users\user\Desktop\data\IMG\center_2020_10_17_19_05_35_750.jpg, C:\Users\user\Desktop\data\IMG\left_2020_10_17_19_05_35_750.jpg, C:\Users\user\Desktop\data\IMG\right_2020_10_17_19_05_35_750.jpg, 0, 0, 0, 7.833147E-05
C:\Users\user\Desktop\data\IMG\center_2020_10_17_19_05_35_854.jpg, C:\Users\user\Desktop\data\IMG\left_2020_10_17_19_05_35_854.jpg, C:\Users\user\Desktop\data\IMG\right_2020_10_17_19_05_35_854.jpg, 0, 0, 0, 7.819118E-05
C:\Users\user\Desktop\data\IMG\center_2020_10_17_19_05_35_957.jpg, C:\Users\user\Desktop\data\IMG\left_2020_10_17_19_05_35_957.jpg, C:\Users\user\Desktop\data\IMG\right_2020_10_17_19_05_35_957.jpg, 0, 0, 0, 7.837531E-05
C:\Users\user\Desktop\data\IMG\center_2020_10_17_19_05_36_058.jpg, C:\Users\user\Desktop\data\IMG\left_2020_10_17_19_05_36_058.jpg, C:\Users\user\Desktop\data\IMG\right_2020_10_17_19_05_36_058.jpg, 0, 0, 0, 8.006452E-05
C:\Users\user\Desktop\data\IMG\center_2020_10_17_19_05_36_158.jpg, C:\Users\user\Desktop\data\IMG\left_2020_10_17_19_05_36_158.jpg, C:\Users\user\Desktop\data\IMG\right_2020_10_17_19_05_36_158.jpg, 0, 0, 0, 7.849132E-05
C:\Users\user\Desktop\data\IMG\center_2020_10_17_19_05_36_261.jpg, C:\Users\user\Desktop\data\IMG\left_2020_10_17_19_05_36_261.jpg, C:\Users\user\Desktop\data\IMG\right_2020_10_17_19_05_36_261.jpg, 0, 0, 0, 8.040241E-05
C:\Users\user\Desktop\data\IMG\center_2020_10_17_19_05_36_364.jpg, C:\Users\user\Desktop\data\IMG\left_2020_10_17_19_05_36_364.jpg, C:\Users\user\Desktop\data\IMG\right_2020_10_17_19_05_36_364.jpg, 0, 0, 0, 7.862052E-05
C:\Users\user\Desktop\data\IMG\center_2020_10_17_19_05_36_465.jpg, C:\Users\user\Desktop\data\IMG\left_2020_10_17_19_05_36_465.jpg, C:\Users\user\Desktop\data\IMG\right_2020_10_17_19_05_36_465.jpg, 0, 0, 0, 7.851395E-05
C:\Users\user\Desktop\data\IMG\center_2020_10_17_19_05_36_568.jpg, C:\Users\user\Desktop\data\IMG\left_2020_10_17_19_05_36_568.jpg, C:\Users\user\Desktop\data\IMG\right_2020_10_17_19_05_36_568.jpg, 0, 0, 0, 7.914243E-05
C:\Users\user\Desktop\data\IMG\center_2020_10_17_19_05_36_673.jpg, C:\Users\user\Desktop\data\IMG\left_2020_10_17_19_05_36_673.jpg, C:\Users\user\Desktop\data\IMG\right_2020_10_17_19_05_36_673.jpg, 0, 0, 0, 7.807749E-05
C:\Users\user\Desktop\data\IMG\center_2020_10_17_19_05_36_779.jpg, C:\Users\user\Desktop\data\IMG\left_2020_10_17_19_05_36_779.jpg, C:\Users\user\Desktop\data\IMG\right_2020_10_17_19_05_36_779.jpg, 0, 0, 0, 7.770828E-05
C:\Users\user\Desktop\data\IMG\center_2020_10_17_19_05_36_881.jpg, C:\Users\user\Desktop\data\IMG\left_2020_10_17_19_05_36_881.jpg, C:\Users\user\Desktop\data\IMG\right_2020_10_17_19_05_36_881.jpg, 0, 0, 0, 7.825236E-05
C:\Users\user\Desktop\data\IMG\center_2020_10_17_19_05_36_983.jpg, C:\Users\user\Desktop\data\IMG\left_2020_10_17_19_05_36_983.jpg, C:\Users\user\Desktop\data\IMG\right_2020_10_17_19_05_36_983.jpg, 0, 0.0771867, 0, 0.01873041
C:\Users\user\Desktop\data\IMG\center_2020_10_17_19_05_37_085.jpg, C:\Users\user\Desktop\data\IMG\left_2020_10_17_19_05_37_085.jpg, C:\Users\user\Desktop\data\IMG\right_2020_10_17_19_05_37_085.jpg, 0, 0.3721377, 0, 0.3272144
C:\Users\user\Desktop\data\IMG\center_2020_10_17_19_05_37_190.jpg, C:\Users\user\Desktop\data\IMG\left_2020_10_17_19_05_37_190.jpg, C:\Users\user\Desktop\data\IMG\right_2020_10_17_19_05_37_190.jpg, 0, 0.7382035, 0, 1.155569
C:\Users\user\Desktop\data\IMG\center_2020_10_17_19_05_37_293.jpg, C:\Users\user\Desktop\data\IMG\left_2020_10_17_19_05_37_293.jpg, C:\Users\user\Desktop\data\IMG\right_2020_10_17_19_05_37_293.jpg, 0, 1, 0, 2.208946
